"X","X..plate...mjd...fiberID...mag_ab_u...mag_ab_g...mag_ab_r...mag_ab_i...mag_ab_z...mag_ab_fuv...mag_ab_nuv...M_absolut_u...M_absolut_g...M_absolut_r...M_absolut_i...M_absolut_z...M_absolut_fuv...M_absolut_nuv...u.g...u.i...g.r...g.i...r.i...i.z...FUV.NUV...FUV.u...NUV.u...FUV.g...NUV.g...FUV.r...NUV.r...FUV.i...NUV.i...FUV.z...NUV.z...redshift."
806,",2215,53793,174,18.76009,17.69618,17.17872,16.84272,16.65493,20.40022,19.43394,-18.00365,-19.03133,-19.63646,-19.98052,-20.1558,-16.53415,-17.50044,1.06391,1.91737,0.51746,0.85346,0.336,0.18779,0.96628,1.64013,0.67385,2.70404,1.73776,3.2215,2.25522,3.5575,2.59122,3.74529,2.77901,0.05532"
807,",2216,53795,167,18.94318,17.71866,17.12613,16.83477,16.57441,20.51283,19.77251,-17.59893,-18.78237,-19.4769,-19.78464,-20.02927,-16.21796,-16.95828,1.22452,2.10841,0.59253,0.88389,0.29136,0.26036,0.74032,1.56965,0.82933,2.79417,2.05385,3.3867,2.64638,3.67806,2.93774,3.93842,3.1981,0.05055"
808,",2216,53795,446,19.63229,17.84125,17.00167,16.59974,16.31488,22.13687,21.71838,-17.65849,-19.4244,-20.33713,-20.76396,-21.02928,-15.33312,-15.75161,1.79104,3.03255,0.83958,1.24151,0.40193,0.28486,0.41849,2.50458,2.08609,4.29562,3.87713,5.1352,4.71671,5.53713,5.11864,5.82199,5.4035,0.07004"
809,",2219,53816,478,18.61401,17.6001,17.19985,16.90319,16.78278,19.55382,19.18396,-18.06299,-19.03948,-19.52437,-19.82434,-19.93069,-17.28053,-17.65039,1.01391,1.71082,0.40025,0.69691,0.29666,0.12041,0.36986,0.93981,0.56995,1.95372,1.58386,2.35397,1.98411,2.65063,2.28077,2.77104,2.40118,0.05292"
810,",2219,53816,585,19.1402,18.08535,17.62203,17.30326,17.13083,19.86081,19.49094,-17.4393,-18.45448,-19.01024,-19.33901,-19.4944,-16.88755,-17.25742,1.05485,1.83694,0.46332,0.78209,0.31877,0.17243,0.36987,0.72061,0.35074,1.77546,1.40559,2.23878,1.86891,2.55755,2.18768,2.72998,2.36011,0.05094"
811,",2222,53799,268,20.2162,18.46672,17.61644,17.20448,16.92365,23.14624,22.7129,-17.1557,-18.88219,-19.80046,-20.24257,-20.49776,-14.40011,-14.83345,1.74948,3.01172,0.85028,1.26224,0.41196,0.28083,0.43334,2.93004,2.4967,4.67952,4.24618,5.5298,5.09646,5.94176,5.50842,6.22259,5.78925,0.07242"
812,",2224,53815,239,18.4216,17.49544,16.96471,16.65278,16.50442,19.44201,19.54748,-18.1399,-19.02569,-19.65377,-19.97952,-20.11101,-17.29861,-17.19314,0.92616,1.76882,0.53073,0.84266,0.31193,0.14836,-0.10547,1.02041,1.12588,1.94657,2.05204,2.4773,2.58277,2.78923,2.8947,2.93759,3.04306,0.05077"
813,",2225,53729,556,19.84283,18.20579,17.48426,17.11919,16.876,23.23246,22.24164,-16.75901,-18.35548,-19.18405,-19.57722,-19.79997,-13.57386,-14.56468,1.63704,2.72364,0.72153,1.0866,0.36507,0.24319,0.99082,3.38963,2.39881,5.02667,4.03585,5.7482,4.75738,6.11327,5.12245,6.35646,5.36564,0.05227"
814,",2228,53818,60,19.19035,17.78816,17.13231,16.75973,16.52626,20.25495,20.16167,-17.78337,-19.15331,-19.89362,-20.28638,-20.501,-16.89784,-16.99113,1.40219,2.43062,0.65585,1.02843,0.37258,0.23347,0.09328,1.0646,0.97132,2.46679,2.37351,3.12264,3.02936,3.49522,3.40194,3.72869,3.63541,0.06092"
815,",2228,53818,315,19.59648,18.05612,17.39753,16.91408,16.68047,20.92087,20.23369,-17.7816,-19.2998,-20.01935,-20.51817,-20.73452,-16.61593,-17.30312,1.54036,2.6824,0.65859,1.14204,0.48345,0.23361,0.68718,1.32439,0.63721,2.86475,2.17757,3.52334,2.83616,4.00679,3.31961,4.2404,3.55322,0.07212"
816,",2229,53823,502,18.83219,17.83888,17.42743,17.02065,16.89357,19.88887,19.56239,-17.91161,-18.86879,-19.36278,-19.77191,-19.8865,-17.01211,-17.33858,0.99331,1.81154,0.41145,0.81823,0.40678,0.12708,0.32648,1.05668,0.7302,2.04999,1.72351,2.46144,2.13496,2.86822,2.54174,2.9953,2.66882,0.05451"
817,",2230,53799,539,19.33599,17.90793,17.29607,16.93487,16.70658,20.86616,20.64712,-17.72834,-19.12647,-19.8158,-20.18973,-20.40399,-16.36821,-16.58725,1.42806,2.40112,0.61186,0.97306,0.3612,0.22829,0.21904,1.53017,1.31113,2.95823,2.73919,3.57009,3.35105,3.93129,3.71225,4.15958,3.94054,0.06315"
818,",2231,53816,326,19.29551,17.95278,17.32861,17.02868,16.76547,20.42026,19.7303,-17.94591,-19.26302,-19.95518,-20.27192,-20.51631,-16.98404,-17.67399,1.34273,2.26683,0.62417,0.9241,0.29993,0.26321,0.68996,1.12475,0.43479,2.46748,1.77752,3.09165,2.40169,3.39158,2.70162,3.65479,2.96483,0.06805"
819,",2232,53827,455,19.39186,18.13576,17.56685,17.2595,17.08524,21.53328,20.81368,-17.55513,-18.77875,-19.42925,-19.74887,-19.90826,-15.58395,-16.30355,1.2561,2.13236,0.56891,0.87626,0.30735,0.17426,0.7196,2.14142,1.42182,3.39752,2.67792,3.96643,3.24683,4.27378,3.55418,4.44804,3.72844,0.05998"
820,",2234,53823,443,19.54533,17.87708,17.08782,16.72039,16.45119,24.74435,22.80022,-17.67322,-19.31465,-20.17985,-20.56976,-20.82099,-12.65364,-14.59777,1.66825,2.82494,0.78926,1.15669,0.36743,0.2692,1.94413,5.19902,3.25489,6.86727,4.92314,7.65653,5.7124,8.02396,6.07983,8.29316,6.34903,0.06786"
821,",2238,54205,106,18.75545,17.85813,17.50283,17.18937,17.08283,19.46057,19.2086,-18.27319,-19.14082,-19.56323,-19.86758,-19.97038,-17.71093,-17.9629,0.89732,1.56608,0.3553,0.66876,0.31346,0.10654,0.25197,0.70512,0.45315,1.60244,1.35047,1.95774,1.70577,2.2712,2.01923,2.37774,2.12577,0.06143"
822,",2239,53726,81,19.07615,18.01893,17.58227,17.28569,17.15217,20.44283,19.97862,-17.74902,-18.77169,-19.28879,-19.58519,-19.71004,-16.54057,-17.00479,1.05722,1.79046,0.43666,0.73324,0.29658,0.13352,0.46421,1.36668,0.90247,2.4239,1.95969,2.86056,2.39635,3.15714,2.69293,3.29066,2.82645,0.05653"
823,",2240,53823,217,19.45222,17.82631,17.14569,16.7553,16.54349,23.3531,21.63458,-17.47155,-19.06397,-19.83295,-20.23846,-20.43804,-13.75497,-15.47349,1.62591,2.69692,0.68062,1.07101,0.39039,0.21181,1.71852,3.90088,2.18236,5.52679,3.80827,6.20741,4.48889,6.5978,4.87928,6.80961,5.09109,0.05973"
824,",2243,53794,259,19.00572,17.93766,17.40754,16.98172,16.9154,20.75935,20.34813,-18.3741,-19.42049,-20.00694,-20.43652,-20.49283,-16.76858,-17.1798,1.06806,2.024,0.53012,0.95594,0.42582,0.06632,0.41122,1.75363,1.34241,2.82169,2.41047,3.35181,2.94059,3.77763,3.36641,3.84395,3.43273,0.07184"
825,",2243,53794,482,18.904,17.83874,17.26877,16.91668,16.73076,20.55412,19.71136,-18.20131,-19.23779,-19.88112,-20.23998,-20.41577,-16.71499,-17.55775,1.06526,1.98732,0.56997,0.92206,0.35209,0.18592,0.84276,1.65012,0.80736,2.71538,1.87262,3.28535,2.44259,3.63744,2.79468,3.82336,2.9806,0.06413"
826,",2245,54208,151,19.78355,18.35888,17.6219,17.2366,16.97344,22.1676,21.11718,-17.6121,-19.01481,-19.81432,-20.21238,-20.46329,-15.392,-16.44242,1.42467,2.54695,0.73698,1.12228,0.3853,0.26316,1.05042,2.38405,1.33363,3.80872,2.7583,4.5457,3.49528,4.931,3.88058,5.19416,4.14374,0.07284"
827,",2246,53767,444,18.9737,18.07329,17.60117,17.25713,17.15341,20.70044,20.1463,-18.12144,-18.99322,-19.53479,-19.87774,-19.97498,-16.54852,-17.10265,0.90041,1.71657,0.47212,0.81616,0.34404,0.10372,0.55414,1.72674,1.1726,2.62715,2.07301,3.09927,2.54513,3.44331,2.88917,3.54703,2.99289,0.06356"
828,",2246,53767,545,19.39589,18.03985,17.42486,17.0303,16.84261,21.43861,20.73167,-17.3588,-18.67794,-19.38646,-19.7929,-19.96948,-15.49975,-16.20669,1.35604,2.36559,0.61499,1.00955,0.39456,0.18769,0.70694,2.04272,1.33578,3.39876,2.69182,4.01375,3.30681,4.40831,3.70137,4.596,3.88906,0.05542"
829,",2264,53682,518,18.82697,17.91449,17.45127,17.15625,17.02518,20.14661,19.46341,-18.31938,-19.2045,-19.73417,-20.0442,-20.15219,-17.15082,-17.83403,0.91248,1.67072,0.46322,0.75824,0.29502,0.13107,0.6832,1.31964,0.63644,2.23212,1.54892,2.69534,2.01214,2.99036,2.30716,3.12143,2.43823,0.06493"
830,",2266,53679,315,18.84185,17.79068,17.43849,17.19405,17.10405,20.21757,19.40722,-17.72313,-18.73495,-19.17322,-19.42263,-19.49403,-16.50042,-17.31076,1.05117,1.6478,0.35219,0.59663,0.24444,0.09,0.81035,1.37572,0.56537,2.42689,1.61654,2.77908,1.96873,3.02352,2.21317,3.11352,2.30317,0.05026"
831,",2270,53714,476,19.12767,17.73799,17.00607,16.6112,16.34181,21.51875,20.67245,-18.26024,-19.62777,-20.42255,-20.8433,-21.08725,-16.03319,-16.87949,1.38968,2.51647,0.73192,1.12679,0.39487,0.26939,0.8463,2.39108,1.54478,3.78076,2.93446,4.51268,3.66638,4.90755,4.06125,5.17694,4.33064,0.0726"
832,",2272,53713,637,19.49921,17.84818,17.01406,16.60728,16.3008,22.25507,20.97381,-17.35563,-18.97093,-19.90495,-20.35861,-20.62919,-14.80578,-16.08703,1.65103,2.89193,0.83412,1.2409,0.40678,0.30648,1.28126,2.75586,1.4746,4.40689,3.12563,5.24101,3.95975,5.64779,4.36653,5.95427,4.67301,0.0585"
833,",2276,53712,394,19.64596,18.26329,17.60689,17.22512,16.98294,22.6013,20.99916,-17.58775,-18.94449,-19.67062,-20.07417,-20.29385,-14.79868,-16.40081,1.38267,2.42084,0.6564,1.03817,0.38177,0.24218,1.60214,2.95534,1.3532,4.33801,2.73587,4.99441,3.39227,5.37618,3.77404,5.61836,4.01622,0.06792"
834,",2277,53705,350,19.77214,18.11708,17.35903,16.97784,16.72904,21.72141,21.38738,-17.29951,-18.92422,-19.76593,-20.18128,-20.4009,-15.53536,-15.86939,1.65506,2.7943,0.75805,1.13924,0.38119,0.2488,0.33403,1.94927,1.61524,3.60433,3.2703,4.36238,4.02835,4.74357,4.40954,4.99237,4.65834,0.06378"
835,",2278,53711,601,18.60794,17.81043,17.4554,17.18103,17.08496,19.77397,19.21341,-17.97988,-18.73846,-19.17888,-19.44964,-19.5359,-16.9668,-17.52736,0.79751,1.42691,0.35503,0.6294,0.27437,0.09607,0.56056,1.16603,0.60547,1.96354,1.40298,2.31857,1.75801,2.59294,2.03238,2.68901,2.12845,0.05077"
836,",2280,53680,89,18.99183,17.98366,17.63727,17.33178,17.21389,20.09238,19.22034,-18.12534,-19.10592,-19.51492,-19.81934,-19.92519,-17.16444,-18.03647,1.00817,1.66005,0.34639,0.65188,0.30549,0.11789,0.87204,1.10055,0.22851,2.10872,1.23668,2.45511,1.58307,2.7606,1.88856,2.87849,2.00645,0.06378"
837,",2286,53700,640,18.91022,17.97889,17.57631,17.20311,17.0502,19.91538,19.79216,-18.37921,-19.28697,-19.74607,-20.12563,-20.26152,-17.5144,-17.63763,0.93133,1.70711,0.40258,0.77578,0.3732,0.15291,0.12322,1.00516,0.88194,1.93649,1.81327,2.33907,2.21585,2.71227,2.58905,2.86518,2.74196,0.06882"
838,",2290,53727,415,18.84834,17.88832,17.4596,17.20085,17.03235,20.77683,19.55421,-17.70587,-18.62592,-19.14594,-19.42228,-19.56414,-15.94188,-17.1645,0.96002,1.64749,0.42872,0.68747,0.25875,0.1685,1.22262,1.92849,0.70587,2.88851,1.66589,3.31723,2.09461,3.57598,2.35336,3.74448,2.52186,0.05028"
839,",2290,53727,447,19.2221,18.08372,17.44805,16.95725,16.87039,20.51571,20.80256,-17.30097,-18.39767,-19.13885,-19.6652,-19.7198,-16.20298,-15.91613,1.13838,2.26485,0.63567,1.12647,0.4908,0.08686,-0.28685,1.29361,1.58046,2.43199,2.71884,3.06766,3.35451,3.55846,3.84531,3.64532,3.93217,0.05028"
840,",2294,54524,510,18.43544,17.49214,17.12853,16.815,16.71704,19.73702,19.09162,-18.82685,-19.74605,-20.166,-20.47847,-20.5653,-17.66278,-18.30818,0.9433,1.62044,0.36361,0.67714,0.31353,0.09796,0.6454,1.30158,0.65618,2.24488,1.59948,2.60849,1.96309,2.92202,2.27662,3.01998,2.37458,0.06792"
841,",2296,53735,472,18.66676,17.56855,17.12092,16.80341,16.6754,19.63603,19.26959,-18.38713,-19.45584,-19.97383,-20.2969,-20.41076,-17.57039,-17.93683,1.09821,1.86335,0.44763,0.76514,0.31751,0.12801,0.36644,0.96927,0.60283,2.06748,1.70104,2.51511,2.14867,2.83262,2.46618,2.96063,2.59419,0.06238"
842,",2296,53735,511,19.72713,18.24304,17.51355,17.19114,16.9788,21.50449,21.36045,-16.83008,-18.27266,-19.11182,-19.46507,-19.65505,-15.26031,-15.40434,1.48409,2.53599,0.72949,1.0519,0.32241,0.21234,0.14404,1.77736,1.63332,3.26145,3.11741,3.99094,3.8469,4.31335,4.16931,4.52569,4.38165,0.05132"
843,",2297,53738,358,19.05921,17.98314,17.4649,17.08808,16.98016,20.79253,20.0566,-18.11391,-19.16306,-19.74874,-20.13561,-20.22763,-16.53627,-17.2722,1.07607,1.97113,0.51824,0.89506,0.37682,0.10792,0.73593,1.73332,0.99739,2.80939,2.07346,3.32763,2.5917,3.70445,2.96852,3.81237,3.07644,0.06583"
844,",2297,53738,610,18.75985,17.83723,17.53905,17.27265,17.21201,19.53619,19.19473,-18.57769,-19.47836,-19.82655,-20.08843,-20.13909,-17.93084,-18.27231,0.92262,1.4872,0.29818,0.56458,0.2664,0.06064,0.34146,0.77634,0.43488,1.69896,1.3575,1.99714,1.65568,2.26354,1.92208,2.32418,1.98272,0.06995"
845,",2297,53738,628,19.01793,17.99987,17.52029,17.14747,16.92949,20.12179,19.78869,-17.82454,-18.80822,-19.36979,-19.75119,-19.95394,-16.88385,-17.21694,1.01806,1.87046,0.47958,0.8524,0.37282,0.21798,0.3331,1.10386,0.77076,2.12192,1.78882,2.6015,2.2684,2.97432,2.64122,3.1923,2.8592,0.05709"
846,",2298,53737,582,18.76366,17.55682,16.94781,16.59713,16.3767,19.65606,19.59242,-18.3788,-19.55761,-20.23965,-20.61194,-20.80883,-17.65256,-17.7162,1.20684,2.16653,0.60901,0.95969,0.35068,0.22043,0.06364,0.8924,0.82876,2.09924,2.0356,2.70825,2.64461,3.05893,2.99529,3.27936,3.21572,0.06525"
847,",2341,53738,418,19.35014,17.94843,17.35161,17.02596,16.82776,21.22552,20.96698,-17.68997,-19.06124,-19.73614,-20.07994,-20.25818,-15.98408,-16.24262,1.40171,2.32418,0.59682,0.92247,0.32565,0.1982,0.25854,1.87538,1.61684,3.27709,3.01855,3.87391,3.61537,4.19956,3.94102,4.39776,4.13922,0.06247"
848,",2341,53738,450,18.91049,17.82752,17.36275,16.99303,16.84297,19.99737,19.64978,-18.43418,-19.49478,-20.0155,-20.3902,-20.52686,-17.49131,-17.8389,1.08297,1.91746,0.46477,0.83449,0.36972,0.15006,0.34759,1.08688,0.73929,2.16985,1.82226,2.63462,2.28703,3.00434,2.65675,3.1544,2.80681,0.07062"
849,",2344,53740,18,18.60591,17.76098,17.39554,17.07453,16.96399,19.57044,19.15815,-18.65911,-19.48,-19.90172,-20.22819,-20.32116,-17.8322,-18.24448,0.84493,1.53138,0.36544,0.68645,0.32101,0.11054,0.41229,0.96453,0.55224,1.80946,1.39717,2.1749,1.76261,2.49591,2.08362,2.60645,2.19416,0.068"
850,",2344,53740,328,19.30814,18.13744,17.54787,17.17538,16.92724,21.23418,20.25196,-17.71362,-18.85348,-19.52177,-19.90785,-20.14036,-15.95707,-16.93929,1.1707,2.13276,0.58957,0.96206,0.37249,0.24814,0.98222,1.92604,0.94382,3.09674,2.11452,3.68631,2.70409,4.0588,3.07658,4.30694,3.32472,0.06197"
851,",2349,53734,324,18.79262,17.714,17.21337,16.83235,16.67495,20.5205,19.85853,-18.43715,-19.49032,-20.0546,-20.43919,-20.58627,-16.861,-17.52297,1.07862,1.96027,0.50063,0.88165,0.38102,0.1574,0.66197,1.72788,1.06591,2.8065,2.14453,3.30713,2.64516,3.68815,3.02618,3.84555,3.18358,0.06737"
852,",2350,53765,145,19.56936,18.20299,17.53661,17.1805,16.94307,20.98487,20.51693,-17.64806,-18.98804,-19.72552,-20.10472,-20.31886,-16.4006,-16.86854,1.36637,2.38886,0.66638,1.02249,0.35611,0.23743,0.46794,1.41551,0.94757,2.78188,2.31394,3.44826,2.98032,3.80437,3.33643,4.0418,3.57386,0.06749"
853,",2352,53770,566,18.5344,17.53907,17.11417,16.7888,16.62963,20.30442,19.3804,-18.70881,-19.67932,-20.16404,-20.49423,-20.63881,-17.08276,-18.00677,0.99533,1.7456,0.4249,0.75027,0.32537,0.15917,0.92402,1.77002,0.846,2.76535,1.84133,3.19025,2.26623,3.51562,2.5916,3.67479,2.75077,0.06754"
854,",2353,53794,428,18.05151,17.21345,16.94706,16.68705,16.63169,18.99637,18.62933,-19.22584,-20.04053,-20.35856,-20.61503,-20.65796,-18.40883,-18.77587,0.83806,1.36446,0.26639,0.5264,0.26001,0.05536,0.36704,0.94486,0.57782,1.78292,1.41588,2.04931,1.68227,2.30932,1.94228,2.36468,1.99764,0.06808"
855,",2354,53799,506,18.86793,17.81494,17.32681,16.97793,16.85354,19.92805,19.43696,-17.98509,-19.00389,-19.57399,-19.9303,-20.04102,-17.08887,-17.57996,1.05299,1.89,0.48813,0.83701,0.34888,0.12439,0.49109,1.06012,0.56903,2.11311,1.62202,2.60124,2.11015,2.95012,2.45903,3.07451,2.58342,0.05738"
856,",2355,53792,251,19.31804,17.90405,17.18468,16.7684,16.53615,21.65154,20.89842,-17.8516,-19.2378,-20.03331,-20.48607,-20.68418,-15.69382,-16.44693,1.41399,2.54964,0.71937,1.13565,0.41628,0.23225,0.75312,2.3335,1.58038,3.74749,2.99437,4.46686,3.71374,4.88314,4.13002,5.11539,4.36227,0.06631"
857,",2358,53797,361,19.09825,18.00505,17.58615,17.22393,17.14149,20.7412,19.90458,-18.25308,-19.32425,-19.79703,-20.16289,-20.23161,-16.74991,-17.58653,1.0932,1.87432,0.4189,0.78112,0.36222,0.08244,0.83662,1.64295,0.80633,2.73615,1.89953,3.15505,2.31843,3.51727,2.68065,3.59971,2.76309,0.07069"
858,",2362,53759,125,18.90995,18.01128,17.52623,17.10906,16.98734,20.23323,19.78741,-17.99911,-18.86483,-19.42906,-19.85442,-19.96142,-16.83749,-17.28331,0.89867,1.80089,0.48505,0.90222,0.41717,0.12172,0.44582,1.32328,0.87746,2.22195,1.77613,2.707,2.26118,3.12417,2.67835,3.24589,2.80007,0.05876"
859,",2362,53759,153,18.73866,17.85949,17.57003,17.29466,17.24796,19.79103,19.28317,-18.60673,-19.46419,-19.80293,-20.07188,-20.1102,-17.68289,-18.19075,0.87917,1.444,0.28946,0.56483,0.27537,0.0467,0.50786,1.05237,0.54451,1.93154,1.42368,2.221,1.71314,2.49637,1.98851,2.54307,2.03521,0.07016"
860,",2363,53763,567,19.28971,18.16349,17.56304,17.20883,17.02766,20.56565,19.69734,-18.14565,-19.25146,-19.90731,-20.27654,-20.43843,-17.02079,-17.8891,1.12622,2.08088,0.60045,0.95466,0.35421,0.18117,0.86831,1.27594,0.40763,2.40216,1.53385,3.00261,2.1343,3.35682,2.48851,3.53799,2.66968,0.0737"
861,",2366,53741,394,19.67971,18.26526,17.58092,17.19494,16.97497,22.02106,22.54212,-17.12975,-18.50815,-19.28706,-19.69592,-19.897,-14.97853,-14.45746,1.41445,2.48477,0.68434,1.07032,0.38598,0.21997,-0.52106,2.34135,2.86241,3.7558,4.27686,4.44014,4.9612,4.82612,5.34718,5.04609,5.56715,0.05694"
862,",2367,53763,71,18.18897,17.29714,16.99984,16.75715,16.64063,19.21329,18.57226,-18.52748,-19.38321,-19.75749,-19.99758,-20.10019,-17.64539,-18.28642,0.89183,1.43182,0.2973,0.53999,0.24269,0.11652,0.64103,1.02432,0.38329,1.91615,1.27512,2.21345,1.57242,2.45614,1.81511,2.57266,1.93163,0.0535"
863,",2419,54139,528,19.1441,17.90604,17.2496,16.85009,16.5997,20.72865,20.16318,-18.24704,-19.4633,-20.17981,-20.5939,-20.82762,-16.82033,-17.3858,1.23806,2.29401,0.65644,1.05595,0.39951,0.25039,0.56547,1.58455,1.01908,2.82261,2.25714,3.47905,2.91358,3.87856,3.31309,4.12895,3.56348,0.07251"
864,",2422,54096,521,18.67651,17.64801,17.09503,16.73701,16.55135,20.40423,20.21802,-18.52365,-19.52576,-20.14618,-20.52649,-20.6853,-16.95393,-17.14013,1.0285,1.9395,0.55298,0.911,0.35802,0.18566,0.18621,1.72772,1.54151,2.75622,2.57001,3.3092,3.12299,3.66722,3.48101,3.85288,3.66667,0.06669"
865,",2424,54448,411,19.97233,18.30548,17.51008,17.12143,16.84599,21.55291,21.53844,-17.22314,-18.86256,-19.73562,-20.15492,-20.40474,-15.82402,-15.83849,1.66685,2.8509,0.7954,1.18405,0.38865,0.27544,0.01447,1.58058,1.56611,3.24743,3.23296,4.04283,4.02836,4.43148,4.41701,4.70692,4.69245,0.06724"
866,",2429,53799,48,18.42814,17.5015,17.09161,16.71559,16.60922,20.22268,19.43108,-18.58607,-19.48246,-19.96279,-20.34474,-20.43488,-16.94104,-17.73263,0.92664,1.71255,0.40989,0.78591,0.37602,0.10637,0.7916,1.79454,1.00294,2.72118,1.92958,3.13107,2.33947,3.50709,2.71549,3.61346,2.82186,0.06122"
867,",2430,53815,51,18.43044,17.51713,17.04728,16.72718,16.57588,19.58273,19.12108,-18.22095,-19.09597,-19.65567,-19.99342,-20.12028,-17.2364,-17.69804,0.91331,1.70326,0.46985,0.78995,0.3201,0.1513,0.46165,1.15229,0.69064,2.0656,1.60395,2.53545,2.0738,2.85555,2.3939,3.00685,2.5452,0.05257"
868,",2430,53815,257,19.90915,18.3872,17.59934,17.20327,16.91527,21.96798,21.12338,-17.38305,-18.88009,-19.73909,-20.16436,-20.42667,-15.49888,-16.34348,1.52195,2.70588,0.78786,1.18393,0.39607,0.288,0.8446,2.05883,1.21423,3.58078,2.73618,4.36864,3.52404,4.76471,3.92011,5.05271,4.20811,0.06994"
869,",2431,53818,146,18.59549,17.72704,17.35481,17.00208,16.89946,20.81238,19.67954,-18.24908,-19.0837,-19.53201,-19.90899,-19.97515,-16.18167,-17.31451,0.86845,1.59341,0.37223,0.72496,0.35273,0.10262,1.13284,2.21689,1.08405,3.08534,1.9525,3.45757,2.32473,3.8103,2.67746,3.91292,2.78008,0.0568"
870,",2434,53826,241,19.49938,18.13169,17.37264,16.93566,16.6525,21.53468,21.1144,-17.70729,-19.04797,-19.88251,-20.35269,-20.60615,-15.84936,-16.26964,1.36769,2.56372,0.75905,1.19603,0.43698,0.28316,0.42028,2.0353,1.61502,3.40299,2.98271,4.16204,3.74176,4.59902,4.17874,4.88218,4.4619,0.06745"
871,",2434,53826,635,18.86013,17.91077,17.43554,17.09682,16.93909,20.49172,19.88911,-18.47597,-19.4027,-19.93475,-20.29461,-20.42317,-16.98963,-17.59224,0.94936,1.76331,0.47523,0.81395,0.33872,0.15773,0.60261,1.63159,1.02898,2.58095,1.97834,3.05618,2.45357,3.3949,2.79229,3.55263,2.95002,0.07039"
872,",2435,53828,420,19.09536,17.84939,17.25021,16.91891,16.69163,21.71692,20.16798,-18.0217,-19.23906,-19.91225,-20.26479,-20.46865,-15.56645,-17.11539,1.24597,2.17645,0.59918,0.93048,0.3313,0.22728,1.54894,2.62156,1.07262,3.86753,2.31859,4.46671,2.91777,4.79801,3.24907,5.02529,3.47635,0.06453"
873,",2435,53828,474,19.64883,18.20586,17.48386,17.08082,16.82299,21.80893,20.88895,-17.77758,-19.19948,-19.98147,-20.41629,-20.64202,-15.77836,-16.69835,1.44297,2.56801,0.722,1.12504,0.40304,0.25783,0.91998,2.1601,1.24012,3.60307,2.68309,4.32507,3.40509,4.72811,3.80813,4.98594,4.06596,0.07373"
874,",2440,53818,527,19.65494,18.2619,17.58226,17.205,16.9249,20.98599,20.4455,-17.72131,-19.09205,-19.83351,-20.2319,-20.4897,-16.55079,-17.09127,1.39304,2.44994,0.67964,1.0569,0.37726,0.2801,0.54049,1.33105,0.79056,2.72409,2.1836,3.40373,2.86324,3.78099,3.2405,4.06109,3.5206,0.07212"
875,",2440,53818,602,19.40834,18.21188,17.59325,17.23133,16.97535,21.06368,20.57297,-17.66891,-18.83572,-19.53143,-19.91798,-20.14824,-16.18374,-16.67445,1.19646,2.17701,0.61863,0.98055,0.36192,0.25598,0.49071,1.65534,1.16463,2.8518,2.36109,3.47043,2.97972,3.83235,3.34164,4.08833,3.59762,0.06352"
876,",2477,54058,106,19.10764,17.94804,17.4237,17.09713,16.87233,21.04748,20.16658,-18.06409,-19.19671,-19.78883,-20.12464,-20.33461,-16.28061,-17.1615,1.1596,2.01051,0.52434,0.85091,0.32657,0.2248,0.8809,1.93984,1.05894,3.09944,2.21854,3.62378,2.74288,3.95035,3.06945,4.17515,3.29425,0.06581"
877,",2477,54058,329,19.15976,17.87124,17.28434,16.98474,16.78648,20.61562,19.79302,-17.52277,-18.77304,-19.45529,-19.77284,-19.95279,-16.24967,-17.07227,1.28852,2.17502,0.5869,0.8865,0.2996,0.19826,0.8226,1.45586,0.63326,2.74438,1.92178,3.33128,2.50868,3.63088,2.80828,3.82914,3.00654,0.05365"
878,",2478,54097,191,19.27576,17.9881,17.33587,16.97428,16.75537,20.74591,20.3327,-17.48731,-18.73808,-19.48548,-19.87133,-20.06866,-16.20529,-16.6185,1.28766,2.30148,0.65223,1.01382,0.36159,0.21891,0.41321,1.47015,1.05694,2.75781,2.3446,3.41004,2.99683,3.77163,3.35842,3.99054,3.57733,0.05573"
879,",2479,54174,187,18.68059,17.78035,17.25192,16.93389,16.76048,20.27048,19.76542,-18.13633,-19.00141,-19.61566,-19.94821,-20.10304,-16.71665,-17.22171,0.90024,1.7467,0.52843,0.84646,0.31803,0.17341,0.50506,1.58989,1.08483,2.49013,1.98507,3.01856,2.5135,3.33659,2.83153,3.51,3.00494,0.05663"
880,",2481,54086,143,19.79388,18.3118,17.49513,17.10205,16.79893,21.9412,20.90295,-17.52597,-18.98378,-19.87081,-20.28965,-20.57116,-15.55396,-16.59221,1.48208,2.69183,0.81667,1.20975,0.39308,0.30312,1.03825,2.14732,1.10907,3.6294,2.59115,4.44607,3.40782,4.83915,3.8009,5.14227,4.10402,0.07082"
881,",2481,54086,383,19.04671,17.75001,17.0146,16.64115,16.34246,21.19392,20.5369,-18.08891,-19.3569,-20.17118,-20.57841,-20.84666,-16.1209,-16.77791,1.2967,2.40556,0.73541,1.10886,0.37345,0.29869,0.65702,2.14721,1.49019,3.44391,2.78689,4.17932,3.5223,4.55277,3.89575,4.85146,4.19444,0.06543"
